Truong Nguyen Trung,Hieu,1491,10/15/2019,9:44:13 AM,10/15/2019,10:00:39 AM
614
4095
0
4095
0
4095
2995
1646
3714
0
1047
4095
34
4095
0
3909
2882
1895
3318
0
727
4095
21
4095
0
4095
2743
1859
3384
0
1811
4095
0
4095
0
4095
2586
1817
3384
0
2069
4095
0
4095
0
4095
2510
1895
3502
478
2945
4095
226
4095
0
4095
2559
2090
3549
0
1397
4095
646
4095
0
4095
2670
2360
3363
0
1370
4095
1100
4095
0
2977
2727
2541
2693
0
2347
4095
1428
4095
0
3914
2704
2523
2342
0
2583
4095
1612
4095
0
4095
2667
2533
2436
0
2355
3735
1722
3617
0
4095
2662
2515
2651
0
3040
3247
1835
2993
0
4011
2368
2643
2583
0
2583
2809
2048
2370
0
3987
2822
2683
3029
396
2814
2502
2418
1859
0
3625
3011
2924
2898
0
2355
2328
2930
1441
331
3352
2877
3389
2160
0
1751
2187
3470
998
0
2806
2830
3402
3158
0
2276
1995
3953
425
601
3042
2622
3444
2336
0
2804
1743
4095
139
1105
3305
2457
3413
2019
0
2617
1478
4095
0
701
3208
2399
3071
1811
0
3591
1184
4095
0
688
3258
2279
3373
1536
0
4095
840
4095
0
1103
3693
2034
3326
1399
0
4095
452
4095
0
1042
3260
1956
3415
1097
0
4095
42
4095
0
2021
3489
1683
3468
1822
0
4095
0
4095
0
425
2958
1901
3352
1772
0
4095
0
4095
0
1945
3497
1625
3394
2315
0
4095
0
4095
0
2977
3090
1425
3247
2331
0
4095
0
4095
0
4095
2636
1223
3247
3147
0
4095
0
4095
0
4095
2394
1268
3701
3462
365
4095
0
4095
0
3557
2281
1523
4077
4095
1339
4095
0
4095
0
3053
2160
1467
4095
4095
2032
4095
0
3210
0
2846
2189
1523
4095
4095
2966
4095
0
1987
0
2090
2229
1977
4095
4095
4095
4095
323
410
0
0
2126
3903
81
0
0
4095
504
4095
4095
4095
1313
3717
0
0
0
3633
601
4095
4095
4095
1268
3712
0
0
0
3310
872
4090
4095
4095
1357
3812
42
0
0
3284
1313
3528
2536
4095
1452
3735
1223
223
1168
3392
1738
3061
992
3599
1502
3507
1352
858
935
3483
2011
2313
0
3386
1536
3331
1145
1181
1184
3483
2066
1943
0
3470
1499
3313
1139
1189
1239
3339
1882
2454
0
3234
1307
3392
1651
2061
1588
3037
1512
2384
1092
4095
1171
3147
1058
1208
1433
2638
1037
2491
512
3917
995
3308
1108
1725
1919
2226
958
2953
693
3476
795
3350
1775
3410
2769
1935
816
3612
1189
3494
578
3494
1958
3040
2192
1945
1142
4095
1677
3502
538
3733
1785
2559
1919
2297
1268
3042
669
3609
861
3250
885
2087
1496
2798
1761
2129
0
3717
1050
3352
732
1717
1103
3155
1436
1449
0
3520
1145
3620
856
2150
1273
3218
1481
1948
483
3995
950
3812
942
2386
1491
3069
1305
1945
966
4095
790
3770
872
2423
1488
2880
1344
2580
1019
3756
845
3770
874
2672
1402
2783
1525
2966
1289
3717
882
3581
541
2541
1142
2777
1635
2462
641
3575
1061
3507
530
2507
948
2804
1664
2517
992
3738
1126
3397
268
2552
1294
2814
1727
2032
864
3759
1181
3709
478
2300
1575
2827
1533
1793
2344
3835
1042
3599
87
2239
1843
2898
1554
1470
1998
3649
1202
3554
97
2402
2124
3032
1633
1089
1696
3541
1344
3336
0
2363
2373
3179
1502
795
1777
3473
1462
3108
0
2323
2515
3255
1368
557
1691
3397
1596
3132
0
2399
2496
3192
1336
504
1412
3260
1649
3234
45
2751
2310
2990
1551
646
1754
3084
1654
3113
150
3158
2013
2691
1746
1061
2381
2901
1609
3124
257
3591
1688
2355
1785
814
2250
2730
1620
3090
315
3423
1386
2040
1903
1399
2869
2588
1601
3150
756
3893
1200
1872
1958
1625
3119
2510
1675
3150
788
3875
1218
1940
2284
1691
2990
2523
1743
3142
935
3602
1488
2066
2470
1305
2528
2258
1790
2465
543
3368
1922
2433
1580
543
2549
2680
1903
2481
215
2659
2355
2777
1239
370
2735
2701
2061
2449
0
2397
2670
2979
1131
483
2851
2654
2229
2378
0
2074
2832
3008
1139
945
3210
2594
2321
2384
0
2019
2853
2869
725
627
3247
2544
2365
2452
139
2339
2722
2546
769
795
3402
2486
2142
1911
0
2452
2426
2239
1160
1124
2919
2402
1914
2213
832
2995
2011
2090
1530
1759
2830
2297
2218
2313
1192
3111
1588
2328
1985
1761
2255
2200
2252
2402
1567
3273
1302
2496
2147
2050
2160
2155
2239
2483
1638
3124
1200
2538
1887
2242
2192
2150
2147
2181
1255
2609
1234
2599
1173
2302
2515
2147
2132
2011
1058
2444
1323
2699
1276
2754
2607
2150
2247
2284
1622
2662
1433
2649
1181
2510
2255
2179
2402
2055
1523
2433
1541
2444
612
2258
2048
2237
2460
1953
1680
2538
1617
2738
898
2095
1777
2315
2599
2061
1751
2349
1656
2788
956
2155
1612
2326
2643
2189
2021
2192
1691
2948
1294
2780
1790
2250
2289
1670
1851
2058
1746
2811
998
2727
1785
2276
2284
1520
1987
1948
1811
2756
830
3344
1906
2252
2418
1315
1817
1790
1853
2693
651
3245
1803
2313
2449
1349
2189
1670
1885
2670
835
3444
1656
2410
2672
1509
2310
1620
1924
2664
840
3058
1339
2643
2796
1656
2701
1533
2008
2601
685
2830
1302
2759
2599
1496
2683
1331
2129
2575
549
2895
1402
2748
2591
1801
2720
1252
2252
2357
415
3014
1481
2867
2100
1058
2405
1580
2360
2462
617
3329
1586
2956
2168
1155
2302
1877
2468
2305
407
3499
1704
3121
2284
1045
1977
2163
2591
2150
0
3090
1738
3342
2184
1026
2108
2431
2727
2116
0
3376
1979
3268
1370
76
1683
2646
2895
2174
24
3352
2000
3266
1418
798
2032
2790
2911
1809
0
3326
2029
3415
1323
659
1995
2880
2943
1911
0
2801
2011
3725
1428
845
1893
2945
2966
1675
173
3113
1992
3840
1355
887
1801
3000
2987
1404
0
2874
2050
3932
1236
924
1677
3042
2982
995
100
3599
2029
3838
1016
843
1775
3058
2958
1473
0
2804
2034
3885
982
1444
1982
3084
2922
893
420
3995
2021
3733
816
1289
1924
3129
2888
824
58
3575
2000
3924
480
470
1391
3176
2851
1586
767
3371
2019
3956
129
627
1614
3226
2804
1614
900
3294
2021
3964
606
1738
1861
3279
2748
725
772
3581
2021
3867
0
937
1226
3315
2667
1326
236
2756
2231
3791
186
2255
1848
3318
2525
851
0
2945
2187
3990
995
2436
1481
3289
2339
751
1024
3544
2013
3678
312
1898
1452
3255
