word,color,congruent,corrans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,inverse1.thisRepN,inverse1.thisTrialN,inverse1.thisN,inverse1.thisIndex,conven1.thisRepN,conven1.thisTrialN,conven1.thisN,conven1.thisIndex,intro_text.started,intro_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ready_text.started,ready_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,ISI.started,ISI.stopped,trial_text.started,trial_text.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,fixationtrial.started,fixationtrial.stopped,trial_display.started,trial_display.stopped,rest_text.started,rest_text.stopped,key_resp_8.keys,key_resp_8.started,key_resp_8.stopped,rest_beep_start.started,rest_beep_start.stopped,rest_beep_end.started,rest_beep_end.stopped,rest_display.started,rest_display.stopped,text_2.started,text_2.stopped,fixationmain.started,fixationmain.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,task_display.started,task_display.stopped,session,participant,date,expName,psychopyVersion,frameRate,
ĐỎ,RED,1,left,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00294840001151897,None,409.19235769999796,410.47549490001984,left,1,0.8500781999900937,409.19235769999796,None,408.37658540002303,409.17590970001766,408.37658540002303,None,,,,,,,,,,,,,,,,,,,,,,,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,YELLOW,1,up,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0040686000138521194,None,412.1920902999991,413.4751479999977,up,1,0.6413413999835029,412.1920902999991,None,411.37578540001414,412.17532629999914,411.37578540001414,None,,,,,,,,,,,,,,,,,,,,,,,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024692000006325543,None,415.1917630000098,416.4747889999999,left,1,1.0175190000154544,415.1917630000098,None,414.3752546000178,415.17462560001877,414.3752546000178,None,,,,,,,,,,,,,,,,,,,,,,,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4246226999967,None,None,417.4246226999967,422.37318470000173,,,,,,,,,,,,,,,,,,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,GREEN,1,down,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4246226999967,418.3738474000129,446.38520280001103,None,417.4246226999967,None,448.18483530002413,449.46763680002186,447.426268900017,448.1679000000004,right,0,1.008754799986491,448.18483530002413,None,447.426268900017,None,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,YELLOW,0,left,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.1839580000087,452.4669865000178,450.36867500000517,451.16730960001587,up,0,0.9130713999911677,451.1839580000087,None,450.36867500000517,450.36867500000517,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1835337000084,455.4664199000108,453.36764140002197,454.16689620001125,left,1,0.8261609000037424,454.1835337000084,None,453.36764140002197,453.36764140002197,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,RED,0,up,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.18378720001783,458.4659534000093,456.3683106000244,457.166102600022,left,0,1.0262984999862965,457.18378720001783,None,456.3683106000244,456.3683106000244,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,BLUE,1,right,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.18230850002146,461.46566710001207,459.3700268000248,460.16554070002167,down,0,1.107500499987509,460.18230850002146,None,459.3700268000248,459.3700268000248,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,GREEN,1,down,,,,,1,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.18173830001615,464.46494450001046,462.36879150001914,463.1651442000002,right,0,0.9178723999939393,463.18173830001615,None,462.36879150001914,462.36879150001914,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,1,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.18145679999725,467.46439370000735,465.3661156000162,466.1645133999991,left,1,0.7479364999744575,466.18145679999725,None,465.3661156000162,465.3661156000162,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,RED,0,up,,,,,1,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.1813265000237,470.46378130000085,468.36714650000795,469.1636460000009,left,0,0.6854079999902751,469.1813265000237,None,468.36714650000795,468.36714650000795,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,YELLOW,0,left,,,,,1,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.1800588000042,473.4629206999962,471.36430100002326,472.163042900007,up,0,0.8789743999950588,472.1800588000042,None,471.36430100002326,471.36430100002326,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,BLUE,1,right,,,,,1,4,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.1799750000064,476.4623846000177,474.3669642000168,475.1628437000036,down,0,1.013140499999281,475.1799750000064,None,474.3669642000168,474.3669642000168,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,BLUE,1,right,,,,,2,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.17904630000703,479.46178750001127,477.36211010001716,478.1628008999978,down,0,0.9194229999848176,478.17904630000703,None,477.36211010001716,477.36211010001716,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,RED,0,up,,,,,2,1,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.17798239999684,482.4611683000112,480.36498150002444,481.16227410000283,left,0,0.9517965999839362,481.17798239999684,None,480.36498150002444,480.36498150002444,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,YELLOW,0,left,,,,,2,2,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.17756820001523,485.46046180001576,483.3623176999972,484.16129400001955,up,0,1.0089411000080872,484.17756820001523,None,483.3623176999972,483.3623176999972,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,GREEN,1,down,,,,,2,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.17690370001947,488.4604229000106,486.3634290000191,487.16071440000087,right,0,1.352624499995727,487.17690370001947,None,486.3634290000191,486.3634290000191,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,2,4,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.17626600002404,491.4593032000121,489.3611576000112,490.1597029000113,left,1,0.7363948999845888,490.17626600002404,None,489.3611576000112,489.3611576000112,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,3,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.17569470001035,494.45867150000413,492.35986540000886,493.15924259999883,left,1,0.704369700019015,493.17569470001035,None,492.35986540000886,492.35986540000886,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,YELLOW,0,left,,,,,3,1,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.17510740002035,497.457983100001,495.3586444000248,496.1581605000247,up,0,1.0341307999915443,496.17510740002035,None,495.3586444000248,495.3586444000248,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,GREEN,1,down,,,,,3,2,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.17451410001377,500.4572703000158,498.3630134999985,499.15774640001473,right,0,1.0681739000137895,499.17451410001377,None,498.3630134999985,498.3630134999985,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,RED,0,up,,,,,3,3,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.1735953000025,503.45682730001863,501.359448800009,502.1570036000048,left,0,0.987986499996623,502.1735953000025,None,501.359448800009,501.359448800009,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,BLUE,1,right,,,,,3,4,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1731616000179,506.45623730000807,504.3609900000156,505.1565465000167,down,0,1.171935599995777,505.1731616000179,None,504.3609900000156,504.3609900000156,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,4,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1726287000056,509.45568760001333,507.3569815000228,508.1562886000029,left,1,0.7002648999914527,508.1726287000056,None,507.3569815000228,507.3569815000228,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,BLUE,1,right,,,,,4,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.17185780001455,512.4553020000167,510.3580817000184,511.15552390000084,down,0,1.0373884000000544,511.17185780001455,None,510.3580817000184,510.3580817000184,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,RED,0,up,,,,,4,2,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.1715037000249,515.4546624000068,513.3567364000191,514.155098999996,left,0,0.9016550999949686,514.1715037000249,None,513.3567364000191,513.3567364000191,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,YELLOW,0,left,,,,,4,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.1710833999969,518.4542229000072,516.3555871999997,517.1543269999966,up,0,0.9570467000012286,517.1710833999969,None,516.3555871999997,516.3555871999997,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,GREEN,1,down,,,,,4,4,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.1702451000165,521.4530821000226,519.3572000999993,520.1538406000182,right,0,1.0147884000034537,520.1702451000165,None,519.3572000999993,519.3572000999993,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,BLUE,1,right,,,,,5,0,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.1698178000224,524.4526628000021,522.3569753000047,523.1531607000215,down,0,0.7913129999942612,523.1698178000224,None,522.3569753000047,522.3569753000047,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,RED,0,up,,,,,5,1,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.1691167000099,527.4523328000214,525.3545407000056,526.152602600021,left,0,0.8882787000038661,526.1691167000099,None,525.3545407000056,525.3545407000056,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,5,2,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.1682897999999,530.4516964000068,528.3528518000094,529.1682897999999,left,1,0.7447073999792337,529.1682897999999,None,528.3528518000094,528.3528518000094,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,YELLOW,0,left,,,,,5,3,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1680561999965,533.4511283000174,531.3518009000109,532.1513259000203,up,0,0.8419256999914069,532.1680561999965,None,531.3518009000109,531.3518009000109,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,GREEN,1,down,,,,,5,4,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.1672210000106,536.4503032000212,534.3542349000054,535.1505858000019,right,0,1.4417390000016894,535.1672210000106,None,534.3542349000054,534.3542349000054,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.3506263000017,None,None,537.3506263000017,542.3502344000153,,,,,,,,,,,,,,,,,,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,YELLOW,1,up,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.3506263000017,538.3512377000006,566.3614991000213,None,537.3506263000017,None,568.1774095000001,569.4604963000165,567.359817700024,568.1613841000071,up,1,1.0007522000232711,568.1774095000001,None,567.359817700024,None,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.1777464000043,572.4599171000009,570.3623747000238,571.1604726000223,left,1,0.7029339000000618,571.1777464000043,None,570.3623747000238,570.3623747000238,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.176274700003,575.4593080000195,573.3634366000188,574.1594467000104,down,0,1.0820994999958202,574.176274700003,None,573.3634366000188,573.3634366000188,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,RED,0,right,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1758308999997,578.4598416000081,576.3610232000065,577.1590051000239,left,0,1.1370579000213183,577.1758308999997,None,576.3610232000065,576.3610232000065,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.1755345000129,581.4583677000192,579.3597516000154,580.1584487000073,left,1,0.7043568000080995,580.1755345000129,None,579.3597516000154,579.3597516000154,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.1747528999986,584.4573184000037,582.3581035000097,583.1577983000025,left,1,0.617588799999794,583.1747528999986,None,582.3581035000097,582.3581035000097,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,RED,0,right,,,,,,,,,1,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.1736613000103,587.4570752000145,585.3610372999974,586.1573311999964,left,0,1.267775199987227,586.1736613000103,None,585.3610372999974,585.3610372999974,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,YELLOW,1,up,,,,,,,,,1,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.1728977000166,590.4562674000044,588.35858130001,589.1566293000069,up,1,0.8368444000079762,589.1728977000166,None,588.35858130001,588.35858130001,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,1,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.1725772000209,593.4559741000121,591.3599863999989,592.1558244000189,down,0,0.9077936999965459,592.1725772000209,None,591.3599863999989,591.3599863999989,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,1,4,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.1720248000056,596.4552841999975,594.3554693000042,595.1554160000233,left,1,0.6371749000099953,595.1720248000056,None,594.3554693000042,594.3554693000042,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,RED,0,right,,,,,,,,,2,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.1714404000086,599.4547480000183,597.3573037000024,598.1548530000146,left,0,1.0775416000105906,598.1714404000086,None,597.3573037000024,597.3573037000024,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,YELLOW,1,up,,,,,,,,,2,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.1710384000035,602.4541638000228,600.3559710000118,601.1543358000054,up,1,0.9095628000213765,601.1710384000035,None,600.3559710000118,600.3559710000118,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,2,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.1703289000143,605.4532704000012,603.3551014999975,604.153831100004,left,1,0.5674778999818955,604.1703289000143,None,603.3551014999975,603.3551014999975,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,2,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.1696038000227,608.4523978000216,606.353202600003,607.1531918999972,left,1,0.5110310000018217,607.1696038000227,None,606.353202600003,606.353202600003,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,2,4,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.1691101000179,611.4522837999975,609.3569800000114,610.1526323000144,down,0,0.8796712000039406,610.1691101000179,None,609.3569800000114,609.3569800000114,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,RED,0,right,,,,,,,,,3,0,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.1683135000058,614.4514666000032,612.3557129999972,613.1518726000213,left,0,0.9043806999980006,613.1683135000058,None,612.3557129999972,612.3557129999972,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,3,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.1679109999968,617.45095150001,615.3525623000169,616.1516070000071,left,1,0.553167999983998,616.1679109999968,None,615.3525623000169,615.3525623000169,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,YELLOW,1,up,,,,,,,,,3,2,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.1674101999961,620.4503210000112,618.3542779000127,619.1513153999986,up,1,0.841487000026973,619.1674101999961,None,618.3542779000127,618.3542779000127,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,3,3,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.166778200015,623.4496432000014,621.3515450000123,622.1500104000152,left,1,0.5619060999888461,622.166778200015,None,621.3515450000123,621.3515450000123,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,3,4,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.1661495000008,626.449368600006,624.3545300000114,625.1496484000236,down,0,0.8594255999778397,625.1661495000008,None,624.3545300000114,624.3545300000114,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,4,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.1657232000143,629.4485469000065,627.3501185000059,628.1488574999967,left,1,0.46715410001343116,628.1657232000143,None,627.3501185000059,627.3501185000059,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
VÀNG,YELLOW,1,up,,,,,,,,,4,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.1652114000171,632.4481062999985,630.3531875000044,631.1481689000211,up,1,0.7005299000011291,631.1652114000171,None,630.3531875000044,630.3531875000044,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,4,2,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.1648755000206,635.4481539000117,633.3511585000088,634.1481672000082,down,0,0.9238439000037033,634.1648755000206,None,633.3511585000088,633.3511585000088,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
ĐỎ,RED,1,left,,,,,,,,,4,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.1640268000192,638.4468537000066,636.349653000012,637.147069300001,left,1,0.5084131000039633,637.1640268000192,None,636.349653000012,636.349653000012,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH LÁ,RED,0,right,,,,,,,,,4,4,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.1633545000223,641.4460430000036,639.3509982000105,640.1463381000212,left,0,1.196843199984869,640.1633545000223,None,639.3509982000105,639.3509982000105,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,5,0,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.1625931000162,644.4456399000192,642.3492367000144,643.1457358000043,down,0,0.8304275999835227,643.1625931000162,None,642.3492367000144,642.3492367000144,001,1491,2019_Oct_15_0946,stroop short,3.1.5,59.97148955320342,
