word,color,congruent,corrans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,inverse1.thisRepN,inverse1.thisTrialN,inverse1.thisN,inverse1.thisIndex,conven1.thisRepN,conven1.thisTrialN,conven1.thisN,conven1.thisIndex,intro_text.started,intro_text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ready_text.started,ready_text.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,ISI.started,ISI.stopped,trial_text.started,trial_text.stopped,resp.keys,resp.corr,resp.started,resp.stopped,fixationtrial.started,fixationtrial.stopped,trial_display.started,trial_display.stopped,resp.rt,rest_text.started,rest_text.stopped,key_resp_8.keys,key_resp_8.started,key_resp_8.stopped,rest_beep_start.started,rest_beep_start.stopped,rest_beep_end.started,rest_beep_end.stopped,rest_display.started,rest_display.stopped,text_2.started,text_2.stopped,fixationmain.started,fixationmain.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,task_display.started,task_display.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0248264999973,None,None,199.0248264999973,204.02390639999066,,,,,,,,,,,,,,,,,,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
VÀNG,YELLOW,1,up,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0248264999973,200.0244900999969,228.03571489999013,None,199.0248264999973,None,229.8353664999886,231.13496919999307,229.02980389998993,229.8353664999886,up,1,1.0828473000001395,229.8353664999886,None,229.02980389998993,None,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
ĐỎ,RED,1,left,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.85147280000092,234.13454679999268,232.0354992999928,232.8348937999981,left,1,0.5149118999979692,232.85147280000092,None,232.0354992999928,232.0354992999928,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
XANH LÁ,RED,0,right,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.85074319998967,237.13401349999185,235.03668029999244,235.83426629999303,left,0,0.7811993999930564,235.85074319998967,None,235.03668029999244,235.03668029999244,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.85092019999865,240.13349229999585,238.03624819999095,238.83417760000157,down,0,1.0417894999991404,238.85092019999865,None,238.03624819999095,238.03624819999095,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
ĐỎ,RED,1,left,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.84960789998877,243.13308379999944,241.0336163999891,241.83315009999205,left,1,0.4424816999962786,241.84960789998877,None,241.0336163999891,241.0336163999891,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,1,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.84940880000067,246.13256420000107,244.03607429999101,244.83277649999945,down,0,0.7182796999986749,244.84940880000067,None,244.03607429999101,244.03607429999101,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
VÀNG,YELLOW,1,up,,,,,,,,,1,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.84875819999434,249.13154109999596,247.0320006999973,247.8321595999878,up,1,0.6950344999931986,247.84875819999434,None,247.0320006999973,247.0320006999973,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
ĐỎ,RED,1,left,,,,,,,,,1,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.84777480000048,252.1317410999909,250.03157239999564,250.83112170000095,left,1,0.48357369999575894,250.84777480000048,None,250.03157239999564,250.03157239999564,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
XANH LÁ,RED,0,right,,,,,,,,,1,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.84788570000092,255.13042669999413,253.03258479999204,253.8307885999966,left,0,0.9587284000008367,253.84788570000092,None,253.03258479999204,253.03258479999204,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
ĐỎ,RED,1,left,,,,,,,,,1,4,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.84717989999626,258.1298486000014,256.03010099999665,256.8303918999882,left,1,0.5668378999980632,256.84717989999626,None,256.03010099999665,256.03010099999665,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
XANH LÁ,RED,0,right,,,,,,,,,2,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.84629609998956,261.12911429999804,259.03038549999474,259.829542099993,left,0,0.5547821999934968,259.84629609998956,None,259.03038549999474,259.03038549999474,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
VÀNG,YELLOW,1,up,,,,,,,,,2,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.8457838999893,264.1284558999905,262.0299426999991,262.8289262999897,up,1,0.6713608999998542,262.8457838999893,None,262.0299426999991,262.0299426999991,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
ĐỎ,RED,1,left,,,,,,,,,2,2,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.84461829999054,267.1279347999953,265.0283330999955,265.82835219999833,left,1,0.559487500009709,265.84461829999054,None,265.0283330999955,265.0283330999955,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
XANH DƯƠNG,BLUE,0,right,,,,,,,,,2,3,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.8440760999947,270.1273611999932,268.0313158999925,268.8276435000007,down,0,0.716519800000242,268.8440760999947,None,268.0313158999925,268.0313158999925,001,1489,2019_Oct_14_1552,stroop short,3.1.5,60.022280274137294,
